User_ID,Age,Income_Level,Credit_Score,Investment_Experience,Financial_Knowledge,Risk_Tolerance,Investment_Goals,Time_Horizon,Total_Assets,Total_Liabilities,Number_of_Dependents,Years_of_Investing,Net_Worth,Investment_Strategy
10AFWM88M0,45,High,697,Experienced,High,Medium,Preservation,Medium-term,4791886,2083828,4,3,2708058,Balanced
PW3VGCBRZR,44,Low,777,Intermediate,Low,Low,Preservation,Long-term,5119348,2055975,0,33,3063373,Preservation
O3V1HCSNDU,43,High,667,Intermediate,Low,Medium,Income,Long-term,4961206,1940774,0,11,3020432,Balanced
7FAHRX3G14,18,Medium,744,Intermediate,High,Low,Growth,Medium-term,5121012,2009232,4,38,3111780,Balanced
8Q261F7R4V,64,Medium,638,Intermediate,Low,Medium,Growth,Medium-term,5102688,1941740,1,39,3160948,Balanced
R0LK1AS343,21,High,754,Intermediate,Medium,Low,Income,Medium-term,5165667,1971847,2,19,3193820,Growth-oriented
EWNT1AZ6U8,55,High,788,Novice,Low,Low,Income,Short-term,4795631,2041994,0,37,2753637,Conservative
3JA856GRFC,25,High,812,Experienced,Low,Low,Growth,Short-term,4995018,2059819,2,13,2935199,Conservative
OMD1J81FRV,34,Medium,703,Novice,High,Low,Speculation,Medium-term,5375902,1982384,1,20,3393518,Balanced
MLG14J443W,29,Low,628,Novice,Low,Low,Speculation,Long-term,5262580,1890278,1,13,3372302,Balanced
NX2PMPCPUZ,29,Medium,700,Novice,Medium,Medium,Preservation,Short-term,5090632,1999647,2,6,3090985,Balanced
9YA81LOHMI,62,Medium,660,Intermediate,Medium,High,Growth,Medium-term,5319260,1897100,1,24,3422160,Balanced
DYXJRDN779,20,Low,686,Experienced,Medium,High,Growth,Long-term,4745052,2023316,0,36,2721736,Balanced
FHIRGGBWJC,23,Low,760,Experienced,Low,Medium,Speculation,Short-term,5235256,1902464,4,2,3332792,Balanced
J62PWQVOUM,35,High,785,Experienced,Low,High,Income,Short-term,4950523,2096884,2,13,2853639,Growth-oriented
BL43LBLIGO,32,High,722,Novice,Low,High,Income,Short-term,5102566,1891905,3,17,3210661,Balanced
GBUSNTEDZV,23,Medium,560,Experienced,Low,High,Speculation,Short-term,4819568,1981410,2,29,2838158,Balanced
GP6U4ZCXSO,32,Medium,801,Experienced,High,High,Preservation,Medium-term,4777043,2087811,0,36,2689232,Aggressive
LBC7FJIZKL,35,High,799,Novice,High,High,Income,Long-term,4925578,2347231,3,22,2578347,Aggressive
HVVJ6UIKHK,59,Low,682,Experienced,Medium,Low,Income,Short-term,5287430,2066028,0,8,3221402,Conservative
1QFJMUK42M,64,Low,574,Experienced,Low,High,Income,Medium-term,4889967,2039518,0,2,2850449,Balanced
72W6TUOANB,62,Medium,705,Experienced,Low,Low,Speculation,Long-term,4814882,1864077,0,26,2950805,Balanced
6IUT7CS8ZC,48,Low,760,Experienced,Low,Low,Preservation,Long-term,4734157,2081640,4,31,2652517,Balanced
QHY30SF7E8,52,Medium,769,Experienced,High,Medium,Preservation,Long-term,5123614,1787325,1,10,3336289,Balanced
5LNZH3KF51,21,Medium,723,Intermediate,Medium,High,Preservation,Long-term,4986587,2015418,0,23,2971169,Balanced
EK0UKKBNDI,18,High,733,Intermediate,Low,Low,Preservation,Long-term,4768578,1951835,4,18,2816743,Balanced
UA0TM3UI1Z,47,High,631,Experienced,Medium,Medium,Income,Short-term,5001895,2006115,0,20,2995780,Balanced
EB9AKUC0ME,62,Medium,768,Intermediate,Low,Medium,Speculation,Long-term,4808295,1982550,4,14,2825745,Balanced
H3A7FKIDSJ,62,High,854,Experienced,Medium,Low,Preservation,Medium-term,5164698,2050666,4,30,3114032,Growth-oriented
PPKVLG6REI,62,Low,714,Intermediate,High,Medium,Growth,Medium-term,5003338,2121330,1,29,2882008,Balanced
84FAZ63F90,69,Medium,696,Intermediate,Medium,High,Speculation,Medium-term,5064889,1979921,3,16,3084968,Balanced
XVFTHBFVKI,18,Low,746,Intermediate,High,Medium,Growth,Long-term,5149186,2156967,3,35,2992219,Balanced
WIF9KB1QLU,35,High,680,Experienced,Low,Low,Preservation,Short-term,4919558,2036486,2,38,2883072,Conservative
R09NQEIL83,47,High,646,Intermediate,High,High,Speculation,Short-term,5018427,2083271,2,39,2935156,Aggressive
469FBH3451,45,Medium,633,Novice,Medium,Medium,Income,Medium-term,5030764,2126167,2,0,2904597,Balanced
5YO6XAUM7O,52,High,711,Experienced,Low,Medium,Income,Long-term,5220125,1985463,0,19,3234662,Preservation
TBAQ30898G,68,High,694,Experienced,Low,Medium,Income,Medium-term,4914454,2109600,1,35,2804854,Balanced
5FWUJ6ZZ9N,69,Medium,729,Experienced,High,Medium,Income,Medium-term,5329618,1923816,1,39,3405802,Balanced
S3GPJ8JCAL,54,High,772,Experienced,Medium,Low,Income,Medium-term,4946477,1947936,4,24,2998541,Growth-oriented
XCK0WNWLIA,39,High,733,Intermediate,Medium,Medium,Preservation,Medium-term,5039623,1916978,2,38,3122645,Balanced
MF5G0RYPGG,48,High,692,Novice,Medium,Medium,Speculation,Long-term,4828649,2013160,1,1,2815489,Balanced
2EJM5S2E5B,55,High,647,Experienced,High,High,Growth,Short-term,5170657,2079658,0,22,3090999,Aggressive
BJFBHME3CK,35,Low,842,Novice,Low,Medium,Income,Short-term,5004547,2020428,0,5,2984119,Balanced
61YPWLWUG1,56,Low,715,Intermediate,High,High,Speculation,Medium-term,4961399,1995069,3,25,2966330,Aggressive
YTWPSMMAUA,33,Medium,703,Experienced,Low,Medium,Speculation,Short-term,5150858,1883738,2,22,3267120,Balanced
AC6RFQGOZ0,19,Low,664,Novice,Medium,High,Growth,Medium-term,4788645,2141494,1,29,2647151,Balanced
06V4WJA17M,33,Low,589,Novice,Low,High,Speculation,Long-term,5363633,1987318,4,6,3376315,Conservative
V7UPQEYNY6,59,High,691,Novice,Low,Medium,Speculation,Medium-term,4908176,1821718,2,34,3086458,Balanced
SS70LJSHEG,40,Medium,742,Intermediate,Low,Low,Income,Medium-term,4992262,1965526,4,0,3026736,Balanced
1XGSTMSQBN,63,High,744,Intermediate,Medium,Low,Speculation,Short-term,4973755,1939787,3,37,3033968,Conservative
3FJQU67OI6,35,High,687,Experienced,Low,Medium,Growth,Long-term,5052858,1963773,1,21,3089085,Balanced
D40D5T06EQ,62,Medium,738,Intermediate,High,Low,Growth,Short-term,4980855,2064801,4,29,2916054,Conservative
C8IAPBTU15,40,Low,608,Experienced,Medium,Medium,Growth,Short-term,4983441,2087158,4,8,2896283,Conservative
L7Y720INIE,31,Medium,653,Experienced,Low,Medium,Growth,Medium-term,4956997,1979860,0,16,2977137,Balanced
AESPSKSQAV,68,High,742,Novice,High,Medium,Growth,Medium-term,4993037,1874258,2,2,3118779,Growth
1KP1BF7U1D,65,High,703,Experienced,Medium,High,Income,Short-term,4953834,1988444,1,31,2965390,Balanced
37CXI8IMJ4,20,Low,737,Intermediate,Low,Medium,Income,Short-term,5224402,2078239,0,35,3146163,Balanced
0GJA9NNT78,29,Low,737,Novice,Medium,Low,Speculation,Long-term,4795526,2129140,1,23,2666386,Balanced
5CRF4ZEPQY,27,Low,684,Novice,Low,Low,Preservation,Medium-term,4741859,2040620,4,13,2701239,Balanced
UM3RU3KAME,68,Medium,655,Experienced,Medium,Low,Preservation,Medium-term,5097368,1979153,1,31,3118215,Balanced
7NKEAZAHRW,58,High,718,Intermediate,Low,Low,Speculation,Short-term,5210750,2058531,1,3,3152219,Conservative
84MD8V0LOH,69,Low,655,Intermediate,High,Medium,Growth,Medium-term,5040151,2043745,0,39,2996406,Balanced
OOYSLVMNJZ,65,Medium,663,Experienced,High,High,Income,Long-term,5041899,1933919,0,24,3107980,Aggressive
LI5TGYUIK2,22,Medium,761,Experienced,High,High,Growth,Long-term,5306830,2163362,2,37,3143468,Aggressive
E9K0DD2D9V,28,Medium,721,Intermediate,High,Low,Income,Medium-term,4960959,1943605,0,18,3017354,Balanced
SLBU4ZTO7S,67,Low,646,Novice,High,High,Speculation,Medium-term,5101619,1894465,4,14,3207154,Aggressive
83V1WT23TY,24,Medium,646,Experienced,Low,High,Preservation,Long-term,5031959,2107575,0,24,2924384,Balanced
PJ8ZM62IQ7,62,High,705,Intermediate,Medium,High,Growth,Short-term,4662618,1992117,0,7,2670501,Balanced
BND5XMIQPZ,26,High,778,Experienced,Low,High,Income,Long-term,4790857,1967656,2,5,2823201,Growth-oriented
6ZM0MCZT0Q,26,Low,673,Novice,Low,High,Growth,Medium-term,4865862,2039495,4,4,2826367,Balanced
0A2JYP8TT9,26,Low,748,Experienced,Low,High,Speculation,Long-term,4938418,1965449,1,30,2972969,Balanced
1BAGSDVZKF,62,Medium,739,Experienced,Low,Low,Speculation,Medium-term,5123714,2113061,4,38,3010653,Balanced
E5LV42QXJJ,55,Low,681,Intermediate,Medium,Low,Income,Medium-term,4819194,1994833,2,29,2824361,Balanced
IEZLGC4YUZ,36,Low,623,Intermediate,High,High,Income,Short-term,4841668,2127584,1,6,2714084,Aggressive
0P8GQBU8UY,20,Low,665,Experienced,High,Medium,Speculation,Short-term,4937547,2070984,1,30,2866563,Balanced
TZZYP7A10K,23,Medium,696,Novice,Medium,Low,Income,Medium-term,5137873,1950761,1,17,3187112,Balanced
YGQ7ASUH8L,47,Low,674,Experienced,Medium,High,Income,Medium-term,5008878,1905528,3,39,3103350,Balanced
25YS1JS85J,55,Low,702,Experienced,Low,Low,Speculation,Long-term,5134555,2048202,0,3,3086353,Balanced
KZI1MJKJ7T,54,High,620,Experienced,High,Medium,Preservation,Long-term,5001976,1928617,1,14,3073359,Growth
NZ7YWGZ46W,60,Medium,720,Experienced,Medium,High,Speculation,Short-term,5046486,1930554,0,35,3115932,Balanced
7E0DLTH2BV,47,Low,726,Intermediate,Low,Low,Growth,Long-term,4831311,2061961,1,1,2769350,Balanced
ZTLJKW7EQ1,45,Medium,686,Novice,Medium,Low,Growth,Long-term,4783124,2070445,0,37,2712679,Preservation
AUZ6QD3BQA,35,High,622,Experienced,High,High,Income,Short-term,4846784,2050432,4,10,2796352,Aggressive
N5W290JXTR,29,Medium,678,Intermediate,Low,Medium,Growth,Long-term,4932018,1861333,2,8,3070685,Balanced
73GDT6O11J,67,Medium,735,Intermediate,Low,High,Speculation,Short-term,4836263,2022461,2,21,2813802,Balanced
RI52E6WSVY,26,Low,663,Novice,High,High,Speculation,Long-term,4960086,1758313,4,19,3201773,Aggressive
T4G6H1UZG9,42,Low,722,Novice,High,High,Preservation,Short-term,5295406,1922348,4,23,3373058,Aggressive
QBJFSOEFJT,21,High,641,Novice,Medium,High,Preservation,Long-term,5007793,1943423,3,11,3064370,Balanced
A6S9PXV6JX,66,High,613,Experienced,Low,High,Income,Medium-term,5051187,2173349,3,33,2877838,Balanced
JM6ZE840OE,29,Medium,783,Novice,High,Medium,Preservation,Medium-term,5213933,1901403,4,37,3312530,Growth-oriented
7LYQL0I0RQ,68,High,706,Novice,Low,High,Income,Medium-term,5020324,2166033,0,39,2854291,Balanced
PPNSU4QL99,33,Medium,599,Experienced,Low,Low,Income,Short-term,5192129,1917135,3,17,3274994,Conservative
O2YKA98KUR,21,Medium,813,Experienced,Medium,Low,Income,Long-term,4646105,2035697,4,9,2610408,Balanced
ZXF25H64XY,54,High,644,Intermediate,Medium,Medium,Income,Long-term,5034648,2000621,2,37,3034027,Balanced
C3GH7Y5T9Z,57,Medium,614,Novice,Low,Medium,Income,Long-term,5093350,2052525,1,24,3040825,Balanced
8MI0XSBI0B,39,Low,650,Experienced,High,Medium,Growth,Medium-term,5038064,2056409,1,16,2981655,Balanced
HQNBI7E4T2,47,High,693,Novice,Medium,High,Growth,Short-term,5051820,2080022,3,23,2971798,Balanced
3OY2D27IQL,21,High,624,Intermediate,Low,Low,Growth,Medium-term,4687635,1907073,2,2,2780562,Conservative
ORL4Z7UBKY,29,High,646,Experienced,Medium,Low,Speculation,Medium-term,4971031,2043803,2,31,2927228,Balanced
8LFA5M4HIW,33,Medium,725,Novice,Medium,Medium,Speculation,Short-term,4951635,1993784,4,2,2957851,Balanced
W8B94T7WNU,63,Medium,690,Experienced,Medium,Medium,Speculation,Short-term,5174797,2072162,3,33,3102635,Balanced
ZYF9X5LPNA,44,Low,753,Experienced,Low,High,Speculation,Short-term,4966088,1974789,3,7,2991299,Balanced
N12PA3VALX,33,High,725,Novice,Low,High,Growth,Medium-term,4936766,2080794,1,25,2855972,Balanced
ENOGSOE4NB,51,High,713,Experienced,Medium,Medium,Income,Long-term,5061975,1937697,4,10,3124278,Balanced
M50OUJWKN1,29,Medium,751,Experienced,Low,Low,Preservation,Medium-term,4954223,2057745,0,12,2896478,Balanced
19C1H1IPWW,23,Medium,793,Novice,Low,Medium,Preservation,Medium-term,4799851,1819169,2,9,2980682,Balanced
1GM7ZO001V,48,Medium,754,Intermediate,High,High,Income,Short-term,5025630,1973195,1,11,3052435,Aggressive
MGNHXVM1C3,22,Low,708,Intermediate,High,Low,Income,Medium-term,4801818,1816858,4,19,2984960,Balanced
TI7OJPDHQO,50,Low,666,Intermediate,High,High,Preservation,Short-term,4925397,2030733,1,22,2894664,Aggressive
52OGZRJXP8,55,High,580,Experienced,Low,High,Income,Short-term,5301149,2000656,0,9,3300493,Balanced
MM6ZJH8PPE,61,Medium,796,Experienced,High,Low,Speculation,Medium-term,5071766,1904798,3,10,3166968,Balanced
D2KMBGEGOZ,63,High,696,Experienced,High,High,Preservation,Medium-term,5001626,2047214,2,31,2954412,Aggressive
EWHP5GB9YV,47,Medium,665,Experienced,Medium,High,Speculation,Long-term,5097306,2050606,4,26,3046700,Balanced
FD2WRR21MB,45,Medium,608,Intermediate,Medium,Low,Preservation,Short-term,4658103,2021252,3,24,2636851,Conservative
S1VT1JB7X5,57,Medium,693,Intermediate,High,High,Growth,Medium-term,4772492,1940784,1,23,2831708,Aggressive
9MUZTRRXEB,45,Low,720,Experienced,High,High,Preservation,Medium-term,4831849,2008345,4,23,2823504,Aggressive
VPLX4VHNDJ,47,Low,745,Novice,Medium,Medium,Growth,Short-term,5314767,1991533,1,2,3323234,Preservation
6JVAOPEB36,26,High,694,Intermediate,Medium,High,Income,Medium-term,4850525,1961548,0,30,2888977,Balanced
6WAVXCTP4U,29,Low,640,Experienced,Low,High,Speculation,Long-term,4961939,1913005,0,8,3048934,Balanced
OS8OEFOHDS,51,Low,684,Experienced,Low,Medium,Speculation,Short-term,4904559,1895038,2,24,3009521,Balanced
RA1CU9IEPK,32,Low,738,Experienced,Medium,High,Growth,Long-term,4901496,2105869,1,11,2795627,Balanced
8YVGVYJ66J,56,High,674,Intermediate,High,High,Speculation,Short-term,4927628,1957510,0,11,2970118,Aggressive
05I0BRV2FG,29,Low,547,Experienced,Medium,Low,Income,Long-term,5135787,2157945,2,27,2977842,Balanced
O523D459G2,28,Low,721,Experienced,High,Medium,Preservation,Long-term,4854305,1979127,2,13,2875178,Balanced
6U135SBTJH,43,Medium,725,Novice,Low,Medium,Preservation,Long-term,4975416,1995038,2,22,2980378,Balanced
564UXJM781,50,Medium,697,Novice,Medium,High,Speculation,Short-term,4990765,2065654,1,8,2925111,Conservative
U6RSVF29OE,68,Medium,668,Experienced,Medium,Low,Growth,Long-term,4820929,2020911,3,8,2800018,Balanced
AZ18JNWVAN,58,Medium,683,Intermediate,Low,Medium,Income,Medium-term,4960054,2090406,4,11,2869648,Balanced
Y1D9BWOR4C,24,Low,676,Experienced,Low,Low,Income,Medium-term,5191884,1938050,2,18,3253834,Balanced
CAFJQHR696,48,High,659,Novice,Low,Low,Income,Medium-term,5112526,2006266,0,12,3106260,Balanced
949KBC2R5Y,40,Low,704,Experienced,Low,High,Speculation,Medium-term,5046094,1933500,3,11,3112594,Balanced
YDDOMDLKXW,29,Low,628,Novice,Medium,High,Income,Medium-term,4945056,1921812,2,14,3023244,Balanced
8B1LF6JLF3,53,Low,663,Novice,High,High,Speculation,Short-term,4879296,2123205,1,4,2756091,Aggressive
1YROASOKW2,38,Medium,690,Novice,High,Low,Growth,Short-term,4999327,2117353,1,8,2881974,Conservative
SDIQRSGQ5K,22,Low,636,Experienced,Medium,High,Preservation,Long-term,5064323,1934776,2,27,3129547,Balanced
5V4RVLHS3M,22,Medium,719,Intermediate,High,Low,Income,Long-term,4798724,2206995,0,30,2591729,Balanced
QJVNAM4ZWN,67,High,689,Experienced,High,High,Preservation,Short-term,4868541,1847120,3,35,3021421,Aggressive
DHUCM5MGG4,47,High,682,Novice,Low,High,Income,Medium-term,5351362,2035591,1,18,3315771,Balanced
T93SIHPQ0A,45,Low,752,Intermediate,Low,High,Growth,Medium-term,5069997,1957828,1,22,3112169,Balanced
LB801X76BP,65,Low,741,Experienced,Medium,High,Growth,Short-term,5063198,2033686,2,17,3029512,Balanced
K4BFCXOPL7,37,Low,681,Intermediate,High,Low,Income,Long-term,4938087,2132917,4,25,2805170,Balanced
ZO5WDGXO58,58,High,614,Experienced,Low,High,Growth,Long-term,4884975,1854028,4,24,3030947,Balanced
O29SWYXZYA,44,Medium,649,Novice,Low,Low,Income,Long-term,4874452,2127894,1,16,2746558,Balanced
XGDB3BJBSW,44,High,739,Intermediate,Medium,High,Preservation,Long-term,5155055,1966485,3,6,3188570,Balanced
L57RLNBXFN,27,High,766,Intermediate,Low,Low,Growth,Long-term,5229809,1927470,3,2,3302339,Growth-oriented
4VP0KLWGD7,68,High,697,Experienced,Medium,Medium,Growth,Short-term,5138114,1981738,2,10,3156376,Balanced
DYO7AP677U,49,High,692,Intermediate,Medium,High,Preservation,Long-term,4928314,2108301,3,32,2820013,Aggressive
MALUIXEDR2,48,Medium,786,Intermediate,High,Medium,Preservation,Short-term,5166265,1945234,2,14,3221031,Balanced
2GZWP1ZPLI,35,High,726,Intermediate,Low,High,Growth,Short-term,4908678,1918830,3,11,2989848,Balanced
Z7R9IGZNBW,25,High,627,Experienced,High,High,Preservation,Short-term,5350988,1924125,3,37,3426863,Aggressive
ICPVRK3DDK,69,Medium,648,Experienced,Low,Low,Income,Short-term,4870297,1892764,4,18,2977533,Conservative
MP11PPZTBH,53,High,646,Intermediate,High,Medium,Income,Short-term,5036582,1905124,1,18,3131458,Balanced
D2KD9CZRB8,27,Medium,692,Intermediate,Medium,Medium,Speculation,Medium-term,4922758,2069183,3,3,2853575,Income
9UXEII3OB6,46,Medium,701,Novice,Medium,Low,Income,Long-term,4920440,1974539,3,0,2945901,Balanced
FI8ZUCLZQW,65,High,764,Intermediate,High,Low,Income,Long-term,4921724,2144162,2,19,2777562,Growth-oriented
5A59CZ0EP6,66,Low,667,Intermediate,High,Medium,Preservation,Long-term,4746976,1964696,3,13,2782280,Balanced
LT4V47UNCZ,25,Medium,622,Experienced,High,Low,Growth,Long-term,4991325,2126299,0,17,2865026,Balanced
XQL36N0GF8,21,Low,663,Intermediate,Low,High,Speculation,Long-term,5003360,1928080,3,11,3075280,Balanced
29JS7PNCCK,25,Medium,721,Experienced,Medium,High,Growth,Long-term,4659864,2019145,3,26,2640719,Balanced
L9LXN9H3X5,26,High,666,Novice,Medium,High,Growth,Short-term,4991293,1923978,2,18,3067315,Balanced
OI4MWIUHZB,55,High,710,Intermediate,Low,Medium,Income,Short-term,5111847,2113794,4,13,2998053,Balanced
XGLZ33INCQ,23,High,738,Novice,High,High,Income,Medium-term,4819106,1898178,4,32,2920928,Aggressive
1D9PWZUSGB,51,High,693,Experienced,Low,Medium,Speculation,Long-term,4815616,1886355,1,2,2929261,Balanced
7UKHUM30QV,46,High,662,Experienced,High,Low,Speculation,Short-term,4966618,2008638,1,37,2957980,Conservative
DBXOQ69UVX,64,Medium,667,Experienced,Low,Medium,Income,Short-term,4800570,2063866,0,22,2736704,Balanced
WH6171AU0R,56,High,712,Experienced,Low,High,Income,Long-term,5009517,2003215,0,10,3006302,Balanced
W20BFCO16I,67,Low,654,Intermediate,Medium,High,Speculation,Short-term,4841148,2045083,1,33,2796065,Balanced
H079IFOOJ1,26,Low,670,Novice,High,Medium,Growth,Medium-term,4943336,2089941,3,28,2853395,Balanced
X17YBPMIVU,19,Low,640,Intermediate,Medium,Low,Speculation,Short-term,5197333,1911163,4,36,3286170,Conservative
KBBGPCJWOV,20,Medium,659,Intermediate,Low,Low,Preservation,Medium-term,5214661,1833476,0,19,3381185,Balanced
V0D4TXST0A,34,Low,682,Novice,Medium,Medium,Preservation,Long-term,4918639,1763854,0,22,3154785,Balanced
Y7DM86VBCL,20,Medium,695,Experienced,High,High,Income,Medium-term,5021646,1897497,1,28,3124149,Aggressive
EVEOIEGOH8,29,Medium,796,Intermediate,Medium,Medium,Speculation,Medium-term,4632023,1731309,2,23,2900714,Balanced
CV105QQ4YX,49,Low,704,Novice,Medium,Medium,Preservation,Medium-term,4876760,1903217,2,5,2973543,Balanced
KJ1FGYHBGZ,28,Medium,730,Intermediate,Low,Medium,Income,Medium-term,4973396,2042261,1,10,2931135,Balanced
8H9PP2Q599,38,High,650,Intermediate,High,High,Growth,Medium-term,5133160,1983570,3,39,3149590,Aggressive
FTUP3FYJC4,54,Medium,736,Intermediate,High,Low,Speculation,Medium-term,5020297,2100667,1,38,2919630,Balanced
T7IAOOC6EI,32,Medium,713,Intermediate,High,Low,Income,Medium-term,4903821,2179792,2,25,2724029,Balanced
HXMJGDJ382,25,High,774,Intermediate,Medium,Low,Speculation,Medium-term,4911960,2093594,1,38,2818366,Growth-oriented
MUAVJG1W45,47,High,677,Intermediate,High,Low,Speculation,Long-term,4784789,2002939,4,20,2781850,Balanced
0OK0CA6ENS,23,Medium,645,Novice,Low,Medium,Growth,Short-term,5003376,2082325,1,35,2921051,Balanced
Z35YBFOTPN,32,Medium,648,Intermediate,Medium,High,Speculation,Medium-term,5174077,1959581,2,6,3214496,Preservation
ZNGTFM325Z,68,Medium,636,Intermediate,Low,Low,Income,Medium-term,5100808,2023933,0,31,3076875,Balanced
X2IAKLRLCS,64,Low,685,Intermediate,Low,Low,Speculation,Long-term,4783916,1871139,0,6,2912777,Balanced
0OZAA8QAR2,33,Low,760,Novice,High,Medium,Income,Long-term,4917898,2095106,1,19,2822792,Balanced
35D78S3S54,69,Medium,722,Intermediate,Low,Low,Growth,Long-term,5107180,1995690,2,13,3111490,Balanced
Z71GX009RG,50,Low,727,Intermediate,Low,Medium,Income,Short-term,4822787,2003008,3,27,2819779,Balanced
U3WUMHRK3M,41,High,669,Experienced,Low,Low,Preservation,Medium-term,5276033,2027348,1,7,3248685,Balanced
H8RDT2IMTI,45,Low,720,Experienced,Medium,Medium,Speculation,Short-term,5059810,2040666,3,23,3019144,Balanced
AFAUYLVP6N,24,Low,766,Novice,High,Low,Speculation,Medium-term,5169907,2045179,3,19,3124728,Growth-oriented
XW6651DLSY,27,Low,601,Novice,Low,High,Income,Long-term,4998256,2211735,4,1,2786521,Balanced
RXFFGZPCZH,19,High,645,Novice,Medium,High,Growth,Short-term,5057838,2091202,2,33,2966636,Balanced
6L6EXZYKEW,29,Low,764,Intermediate,Medium,Medium,Speculation,Long-term,5338646,2106929,3,38,3231717,Balanced
MF3YTZ681E,41,Medium,709,Experienced,High,High,Income,Long-term,5050420,1958362,3,39,3092058,Aggressive
VXV0U1QR03,24,Low,665,Experienced,High,Low,Income,Long-term,4895429,1843092,4,38,3052337,Aggressive
AS9FEBR49I,58,High,709,Experienced,High,Medium,Income,Short-term,5013552,2029660,2,32,2983892,Balanced
5HGM2YVRB6,54,Low,719,Intermediate,Low,High,Preservation,Long-term,5290382,1854401,2,12,3435981,Balanced
58GB1DUM4L,30,High,666,Intermediate,High,Medium,Preservation,Medium-term,4987441,1951993,4,3,3035448,Balanced
